"Month","Year","Assembly_District","Democrat","Green","Independent","Libertarian","Natural Law","Non-Partisan","Other","Republican"
"May",2022,"20",15429,51,1630,329,0,12093,1151,7526
"May",2022,"21",15515,55,2123,401,0,13402,1234,13213
"May",2022,"22",14956,27,2467,412,0,14029,1363,17245
"May",2022,"23",14804,26,2809,416,0,14168,1075,21955
"May",2022,"24",14853,85,1724,461,4,12285,948,8033
"May",2022,"25",17312,87,2037,557,7,12129,959,15913
"May",2022,"26",15567,69,2604,692,6,13896,1022,22343
"May",2022,"27",15216,89,1913,519,9,12460,1083,10796
"May",2022,"28",13340,25,1035,211,0,10071,1029,4003
"May",2022,"29",15028,38,1861,376,0,13359,1337,11977
"May",2022,"30",13849,74,1739,477,6,11433,977,9847
"May",2022,"31",13888,58,2444,618,9,12368,1080,20334
"May",2022,"32",9695,39,2131,506,5,11099,805,20732
"May",2022,"33",5507,23,2013,403,3,10426,521,21250
"May",2022,"34",16076,51,1719,368,0,12380,1288,10234
"May",2022,"35",14399,30,2042,399,0,14370,1521,12728
"May",2022,"36",10655,31,2334,449,0,13074,1083,18954
"May",2022,"37",17047,38,2192,394,0,13197,1254,15317
"May",2022,"38",7487,44,2519,590,8,13856,698,22564
"May",2022,"39",11247,50,2782,660,14,13301,815,29131
"May",2022,"40",13447,56,2529,640,4,12930,786,20927
"May",2022,"41",15409,37,2084,421,0,14075,1576,12050
"May",2022,"42",15169,52,1642,316,0,12912,1324,9496
"November",2018,"1",18726,47,1652,312,0,8875,264,11583
"November",2018,"2",14173,47,1731,367,0,9244,171,15988
"November",2018,"3",14573,58,1064,246,0,6969,267,6652
"November",2018,"4",16760,62,1961,472,0,9977,230,16698
"November",2018,"5",14170,52,1421,340,0,7772,215,11491
"November",2018,"6",18108,39,872,180,0,6588,550,2789
"November",2018,"7",18870,62,1153,207,0,7642,360,6248
"November",2018,"8",14986,56,1391,354,0,8810,219,9346
"November",2018,"9",17541,62,1864,465,0,11262,235,13705
"November",2018,"10",13291,55,1081,265,0,6458,269,6431
"November",2018,"11",12101,45,792,200,0,5799,348,2724
"November",2018,"12",17380,53,1520,322,0,8962,293,11679
"November",2018,"13",13790,42,1864,372,0,8713,196,17025
"November",2018,"14",14377,57,939,191,0,6723,336,4837
"November",2018,"15",15373,67,1237,296,0,7329,372,6055
"November",2018,"16",14303,62,1334,396,0,8388,529,5656
"November",2018,"17",19166,50,1411,306,0,8694,317,8527
"November",2018,"18",16022,80,1371,346,0,8357,330,7889
"November",2018,"19",12828,46,1914,302,0,8497,214,15200
"November",2018,"20",15245,66,1449,353,0,8042,334,8999
"November",2018,"21",13947,59,1636,359,0,8097,212,11488
"November",2018,"22",15380,38,2057,435,0,9995,203,18020
"November",2018,"23",15235,51,2523,457,0,10370,180,22922
"November",2018,"24",15739,201,1483,541,5,8965,506,7934
"November",2018,"25",15469,126,2021,532,9,9084,359,19615
"November",2018,"26",15083,114,2160,635,7,10231,378,21650
"November",2018,"27",14412,146,1669,470,10,8415,354,11407
"November",2018,"28",12563,26,736,168,0,5639,275,2986
"November",2018,"29",15965,63,1802,417,0,9498,254,14256
"November",2018,"30",13612,116,1530,402,10,7345,320,10561
"November",2018,"31",14000,104,1961,524,10,8214,300,16332
"November",2018,"32",8610,46,1755,366,12,6761,192,18489
"November",2018,"33",5748,20,1794,365,3,6196,115,17808
"November",2018,"34",15795,59,1487,367,0,8127,245,10517
"November",2018,"35",18414,48,2034,535,0,12083,249,14852
"November",2018,"36",12052,77,2684,471,5,8836,173,20641
"November",2018,"37",15586,49,1744,316,0,8539,212,15272
"November",2018,"38",8050,60,2418,497,2,7288,176,21304
"November",2018,"39",11264,85,2527,575,8,8353,144,26150
"November",2018,"40",11670,73,1948,467,3,7035,230,18192
"November",2018,"41",15873,64,1737,444,0,9436,219,12621
"November",2018,"42",12871,55,1111,263,0,6723,215,6721
"January",2018,"1",17217,53,1611,280,0,7988,261,10719
"January",2018,"2",13180,52,1663,351,0,8526,185,15209
"January",2018,"3",13829,58,1012,232,0,6452,342,6332
"January",2018,"4",15385,73,1891,443,0,8877,247,15320
"January",2018,"5",13448,62,1365,296,0,7126,224,10840
"January",2018,"6",17031,56,735,148,0,6018,698,2584
"January",2018,"7",17464,88,1059,177,0,6713,371,5742
"January",2018,"8",13617,63,1294,298,0,7774,239,8480
"January",2018,"9",15333,66,1677,400,0,9570,247,12013
"January",2018,"10",12598,66,1029,245,0,5858,297,6193
"January",2018,"11",11389,60,628,160,0,5079,421,2535
"January",2018,"12",15960,61,1417,274,0,7838,319,10584
"January",2018,"13",13007,43,1807,347,0,8068,192,15896
"January",2018,"14",13761,70,842,176,0,6274,431,4557
"January",2018,"15",14556,89,1171,257,0,6708,484,5657
"January",2018,"16",13394,78,1115,350,0,7659,672,5424
"January",2018,"17",17386,71,1285,257,0,7674,331,7846
"January",2018,"18",15186,90,1324,309,0,8039,464,7402
"January",2018,"19",12230,55,1878,279,0,7797,270,13930
"January",2018,"20",14510,87,1380,336,0,7543,389,8654
"January",2018,"21",13190,68,1525,319,0,7331,223,10829
"January",2018,"22",14249,53,1984,382,0,9038,197,16587
"January",2018,"23",14300,54,2437,404,0,9471,204,21153
"January",2018,"24",14268,243,1383,522,5,7624,492,7122
"January",2018,"25",14485,125,1941,522,8,8245,362,18853
"January",2018,"26",13842,126,2033,555,10,8942,368,20508
"January",2018,"27",13533,148,1623,455,11,7475,359,10939
"January",2018,"28",11589,35,632,155,0,4834,342,2703
"January",2018,"29",14669,68,1751,375,0,8636,248,13286
"January",2018,"30",12597,111,1488,371,7,6415,326,9889
"January",2018,"31",13087,113,1865,480,9,7393,274,15579
"January",2018,"32",8374,54,1694,343,11,6166,207,17181
"January",2018,"33",5653,16,1674,333,3,5657,102,16657
"January",2018,"34",14915,67,1407,320,0,7494,280,10070
"January",2018,"35",16258,58,1820,457,0,10543,237,13257
"January",2018,"36",11410,80,2562,432,4,7985,177,18888
"January",2018,"37",14792,53,1725,296,0,7787,222,14498
"January",2018,"38",7938,67,2319,427,2,6611,170,19734
"January",2018,"39",10707,93,2451,527,9,7445,132,24281
"January",2018,"40",10764,83,1860,404,4,6255,219,16621
"January",2018,"41",14517,70,1595,382,0,8433,226,11447
"January",2018,"42",12114,58,1069,246,0,6032,224,6123
"August",2018,"1",17656,45,1618,289,0,8214,261,11086
"August",2018,"2",13412,46,1627,358,0,8502,171,15288
"August",2018,"3",13519,57,1033,235,0,6239,264,6364
"August",2018,"4",15738,59,1882,452,0,9056,242,15774
"August",2018,"5",13455,51,1360,311,0,7118,209,10923
"August",2018,"6",17013,37,797,161,0,5864,568,2610
"August",2018,"7",17807,65,1084,189,0,6952,342,5969
"August",2018,"8",13874,53,1303,330,0,8020,211,8793
"August",2018,"9",16034,63,1710,438,0,10187,232,12803
"August",2018,"10",12377,53,998,255,0,5815,245,6164
"August",2018,"11",11337,41,736,168,0,5208,343,2545
"August",2018,"12",16390,52,1477,309,0,8182,304,11082
"August",2018,"13",13135,41,1795,355,0,8180,204,16172
"August",2018,"14",13486,55,877,180,0,6089,332,4601
"August",2018,"15",14481,68,1180,276,0,6636,375,5721
"August",2018,"16",13068,62,1216,361,0,7429,518,5292
"August",2018,"17",17744,50,1310,286,0,7870,307,8107
"August",2018,"18",14915,79,1281,322,0,7650,339,7466
"August",2018,"19",12113,46,1850,284,0,7824,217,14446
"August",2018,"20",14187,68,1363,325,0,7249,333,8563
"August",2018,"21",13180,59,1545,333,0,7478,205,10989
"August",2018,"22",14563,41,1967,405,0,9294,202,17133
"August",2018,"23",14494,52,2436,414,0,9691,195,21841
"August",2018,"24",14687,199,1437,521,4,7945,470,7426
"August",2018,"25",14878,120,1937,529,8,8532,356,19079
"August",2018,"26",14356,111,2076,613,7,9437,356,20892
"August",2018,"27",13826,143,1615,453,10,7786,356,10994
"August",2018,"28",11723,22,682,158,0,5090,285,2836
"August",2018,"29",14928,60,1706,391,0,8750,242,13586
"August",2018,"30",13035,114,1487,371,10,6800,304,10163
"August",2018,"31",13446,106,1918,500,9,7691,288,15753
"August",2018,"32",8309,49,1703,355,11,6368,183,17845
"August",2018,"33",5656,17,1747,356,3,5910,114,17303
"August",2018,"34",14703,58,1414,332,0,7465,243,10122
"August",2018,"35",17050,48,1911,494,0,11080,246,13981
"August",2018,"36",11594,73,2565,450,5,8286,176,19793
"August",2018,"37",14770,44,1665,300,0,7800,212,14667
"August",2018,"38",7908,59,2342,463,2,6921,169,20528
"August",2018,"39",10858,88,2463,541,8,7835,143,25232
"August",2018,"40",11196,77,1892,435,3,6574,219,17429
"August",2018,"41",14757,64,1611,416,0,8615,211,11868
"August",2018,"42",12044,56,1042,241,0,6132,214,6323
"October",2018,"1",18356,0,1628,302,0,8718,307,11457
"October",2018,"2",13912,0,1700,356,0,9023,214,15741
"October",2018,"3",14208,0,1045,244,0,6807,323,6567
"October",2018,"4",16374,0,1925,462,0,9724,294,16407
"October",2018,"5",13922,0,1395,326,0,7599,263,11336
"October",2018,"6",17736,0,845,173,0,6457,576,2736
"October",2018,"7",18480,0,1130,202,0,7540,413,6176
"October",2018,"8",14599,0,1348,346,0,8640,268,9150
"October",2018,"9",17084,0,1817,453,0,11019,285,13467
"October",2018,"10",12958,0,1055,264,0,6301,313,6348
"October",2018,"11",11854,0,779,191,0,5693,387,2674
"October",2018,"12",17000,0,1491,315,0,8773,346,11537
"October",2018,"13",13555,0,1830,368,0,8562,236,16822
"October",2018,"14",14072,0,914,185,0,6598,383,4771
"October",2018,"15",15121,0,1220,288,0,7171,431,5976
"October",2018,"16",14010,0,1297,388,0,8234,583,5534
"October",2018,"17",18598,0,1379,300,0,8532,358,8404
"October",2018,"18",15641,0,1344,341,0,8201,411,7761
"October",2018,"19",12606,0,1883,297,0,8340,257,15013
"October",2018,"20",14887,0,1405,338,0,7849,392,8846
"October",2018,"21",13726,0,1593,351,0,7923,264,11348
"October",2018,"22",15116,0,2031,423,0,9820,240,17744
"October",2018,"23",15024,0,2492,451,0,10201,231,22642
"October",2018,"24",15586,0,1470,533,0,8871,701,7868
"October",2018,"25",15334,0,1989,529,0,8993,488,19541
"October",2018,"26",14950,0,2132,629,0,10099,496,21510
"October",2018,"27",14310,0,1644,464,0,8325,509,11381
"October",2018,"28",12290,0,723,166,0,5555,294,2960
"October",2018,"29",15630,0,1749,403,0,9282,307,14080
"October",2018,"30",13483,0,1525,399,0,7260,444,10491
"October",2018,"31",13868,0,1947,509,0,8073,407,16244
"October",2018,"32",8567,0,1733,366,0,6700,250,18385
"October",2018,"33",5741,0,1783,363,0,6138,137,17708
"October",2018,"34",15441,0,1455,359,0,7944,297,10362
"October",2018,"35",17994,0,1987,515,0,11826,289,14599
"October",2018,"36",11948,0,2655,468,0,8700,253,20429
"October",2018,"37",15306,0,1719,311,0,8366,254,15061
"October",2018,"38",8011,0,2391,487,0,7196,234,21138
"October",2018,"39",11160,0,2493,563,0,8218,233,25908
"October",2018,"40",11579,0,1922,464,0,6965,302,18060
"October",2018,"41",15510,0,1695,436,0,9210,274,12388
"October",2018,"42",12599,0,1083,260,0,6590,268,6622
"December",2018,"1",18627,47,1649,311,0,8801,261,11505
"December",2018,"2",14131,47,1715,368,0,9183,170,15931
"December",2018,"3",14481,55,1050,243,0,6916,260,6587
"December",2018,"4",16707,60,1970,462,0,9930,230,16644
"December",2018,"5",14106,51,1423,342,0,7737,207,11419
"December",2018,"6",17986,37,861,179,0,6482,540,2750
"December",2018,"7",18754,58,1155,208,0,7549,353,6207
"December",2018,"8",14902,55,1386,348,0,8729,212,9292
"December",2018,"9",17502,62,1873,467,0,11215,231,13628
"December",2018,"10",13229,52,1076,262,0,6405,267,6395
"December",2018,"11",12008,41,782,194,0,5698,337,2685
"December",2018,"12",17275,51,1508,320,0,8907,285,11652
"December",2018,"13",13745,39,1854,371,0,8659,195,16962
"December",2018,"14",14278,56,934,185,0,6652,329,4803
"December",2018,"15",15195,64,1227,292,0,7231,362,5997
"December",2018,"16",14192,61,1315,388,0,8286,516,5627
"December",2018,"17",19075,50,1399,305,0,8641,313,8475
"December",2018,"18",15921,78,1350,338,0,8247,321,7820
"December",2018,"19",12764,45,1905,298,0,8458,210,15155
"December",2018,"20",15180,65,1427,354,0,7940,323,8932
"December",2018,"21",13898,57,1635,361,0,8032,206,11448
"December",2018,"22",15322,37,2058,429,0,9946,201,17960
"December",2018,"23",15190,50,2526,458,0,10364,180,22880
"December",2018,"24",15808,198,1507,545,5,9017,500,7950
"December",2018,"25",15522,124,2033,539,9,9153,353,19682
"December",2018,"26",15155,113,2179,640,7,10331,375,21714
"December",2018,"27",14478,143,1674,472,11,8470,353,11427
"December",2018,"28",12451,22,729,168,0,5539,272,2951
"December",2018,"29",15932,61,1799,409,0,9428,245,14198
"December",2018,"30",13675,115,1547,404,10,7410,317,10621
"December",2018,"31",14065,100,1980,533,10,8271,299,16398
"December",2018,"32",8655,46,1780,370,11,6857,194,18643
"December",2018,"33",5785,21,1816,366,3,6289,113,17965
"December",2018,"34",15730,61,1468,365,0,8084,236,10459
"December",2018,"35",18407,48,2031,529,0,12070,243,14823
"December",2018,"36",12061,78,2697,471,5,8866,171,20733
"December",2018,"37",15509,47,1734,321,0,8504,206,15218
"December",2018,"38",8080,60,2429,500,2,7327,180,21369
"December",2018,"39",11289,87,2557,578,8,8435,145,26243
"December",2018,"40",11734,72,1986,475,3,7141,230,18287
"December",2018,"41",15852,64,1725,447,0,9412,212,12549
"December",2018,"42",12783,55,1102,258,0,6652,213,6646
"December",2018,"1",18627,47,1649,311,0,8801,261,11505
"December",2018,"2",14131,47,1715,368,0,9183,170,15931
"December",2018,"3",14481,55,1050,243,0,6916,260,6587
"December",2018,"4",16707,60,1970,462,0,9930,230,16644
"December",2018,"5",14106,51,1423,342,0,7737,207,11419
"December",2018,"6",17986,37,861,179,0,6482,540,2750
"December",2018,"7",18754,58,1155,208,0,7549,353,6207
"December",2018,"8",14902,55,1386,348,0,8729,212,9292
"December",2018,"9",17502,62,1873,467,0,11215,231,13628
"December",2018,"10",13229,52,1076,262,0,6405,267,6395
"December",2018,"11",12008,41,782,194,0,5698,337,2685
"December",2018,"12",17275,51,1508,320,0,8907,285,11652
"December",2018,"13",13745,39,1854,371,0,8659,195,16962
"December",2018,"14",14278,56,934,185,0,6652,329,4803
"December",2018,"15",15195,64,1227,292,0,7231,362,5997
"December",2018,"16",14192,61,1315,388,0,8286,516,5627
"December",2018,"17",19075,50,1399,305,0,8641,313,8475
"December",2018,"18",15921,78,1350,338,0,8247,321,7820
"December",2018,"19",12764,45,1905,298,0,8458,210,15155
"December",2018,"20",15180,65,1427,354,0,7940,323,8932
"December",2018,"21",13898,57,1635,361,0,8032,206,11448
"December",2018,"22",15322,37,2058,429,0,9946,201,17960
"December",2018,"23",15190,50,2526,458,0,10364,180,22880
"December",2018,"24",15808,198,1507,545,5,9017,500,7950
"December",2018,"25",15522,124,2033,539,9,9153,353,19682
"December",2018,"26",15155,113,2179,640,7,10331,375,21714
"December",2018,"27",14478,143,1674,472,11,8470,353,11427
"December",2018,"28",12451,22,729,168,0,5539,272,2951
"December",2018,"29",15932,61,1799,409,0,9428,245,14198
"December",2018,"30",13675,115,1547,404,10,7410,317,10621
"December",2018,"31",14065,100,1980,533,10,8271,299,16398
"December",2018,"32",8655,46,1780,370,11,6857,194,18643
"December",2018,"33",5785,21,1816,366,3,6289,113,17965
"December",2018,"34",15730,61,1468,365,0,8084,236,10459
"December",2018,"35",18407,48,2031,529,0,12070,243,14823
"December",2018,"36",12061,78,2697,471,5,8866,171,20733
"December",2018,"37",15509,47,1734,321,0,8504,206,15218
"December",2018,"38",8080,60,2429,500,2,7327,180,21369
"December",2018,"39",11289,87,2557,578,8,8435,145,26243
"December",2018,"40",11734,72,1986,475,3,7141,230,18287
"December",2018,"41",15852,64,1725,447,0,9412,212,12549
"December",2018,"42",12783,55,1102,258,0,6652,213,6646
"January",2019,"1",18660,47,1673,315,0,8843,260,11573
"January",2019,"2",14179,47,1745,371,0,9279,170,16008
"January",2019,"3",14532,55,1060,239,0,6959,263,6607
"January",2019,"4",16800,60,1991,472,0,10038,231,16780
"January",2019,"5",14166,51,1446,344,0,7808,205,11487
"January",2019,"6",18030,36,875,185,0,6523,536,2767
"January",2019,"7",18792,58,1171,208,0,7589,353,6239
"January",2019,"8",14979,53,1398,363,0,8821,207,9358
"January",2019,"9",17685,60,1901,473,0,11388,233,13781
"January",2019,"10",13291,52,1093,267,0,6454,261,6447
"January",2019,"11",12075,41,790,197,0,5726,335,2700
"January",2019,"12",17386,51,1531,323,0,8985,284,11772
"January",2019,"13",13788,38,1861,375,0,8725,194,17074
"January",2019,"14",14358,56,944,184,0,6687,330,4812
"January",2019,"15",15244,63,1235,296,0,7265,362,6029
"January",2019,"16",14251,59,1327,393,0,8342,516,5678
"January",2019,"17",19186,49,1412,308,0,8707,311,8548
"January",2019,"18",16031,76,1361,341,0,8307,317,7887
"January",2019,"19",12839,46,1914,299,0,8543,211,15274
"January",2019,"20",15282,65,1441,355,0,7987,326,9008
"January",2019,"21",13948,57,1656,372,0,8102,199,11502
"January",2019,"22",15451,36,2084,432,0,10068,202,18069
"January",2019,"23",15268,49,2551,462,0,10501,182,23037
"January",2019,"24",15768,197,1518,543,5,8988,500,7927
"January",2019,"25",15536,123,2031,540,9,9190,349,19676
"January",2019,"26",15190,113,2193,644,7,10378,372,21748
"January",2019,"27",14486,140,1675,475,11,8487,356,11428
"January",2019,"28",12508,22,744,171,0,5582,268,2962
"January",2019,"29",16046,61,1816,414,0,9531,241,14283
"January",2019,"30",13688,114,1547,411,10,7429,317,10632
"January",2019,"31",14062,100,1990,533,10,8305,299,16390
"January",2019,"32",8653,47,1787,371,11,6865,194,18663
"January",2019,"33",5767,21,1812,363,3,6271,114,17965
"January",2019,"34",15805,61,1491,361,0,8152,236,10534
"January",2019,"35",18532,48,2058,532,0,12202,246,15002
"January",2019,"36",12096,76,2701,472,5,8909,170,20772
"January",2019,"37",15571,46,1749,319,0,8568,205,15281
"January",2019,"38",8080,59,2426,500,2,7339,181,21370
"January",2019,"39",11261,87,2552,579,8,8453,145,26231
"January",2019,"40",11736,72,1983,480,4,7161,228,18253
"January",2019,"41",15961,65,1761,454,0,9523,212,12654
"January",2019,"42",12847,55,1107,258,0,6700,213,6706
"July",2018,"1",17375,46,1595,286,0,8000,258,10908
"July",2018,"2",13226,49,1608,350,0,8340,173,15066
"July",2018,"3",13205,57,994,232,0,6029,272,6213
"July",2018,"4",15457,65,1852,447,0,8792,238,15495
"July",2018,"5",13253,52,1344,299,0,6927,210,10744
"July",2018,"6",16522,38,754,151,0,5595,567,2505
"July",2018,"7",17470,70,1059,181,0,6651,343,5862
"July",2018,"8",13665,52,1300,306,0,7786,216,8603
"July",2018,"9",15660,64,1688,425,0,9878,233,12471
"July",2018,"10",12027,54,981,244,0,5563,245,6040
"July",2018,"11",10945,42,688,164,0,4934,338,2459
"July",2018,"12",16075,55,1439,301,0,7961,299,10895
"July",2018,"13",12965,43,1775,351,0,8032,202,15997
"July",2018,"14",13183,58,852,167,0,5883,332,4534
"July",2018,"15",14125,68,1143,263,0,6323,375,5601
"July",2018,"16",12450,61,1131,348,0,6978,503,5118
"July",2018,"17",17359,51,1294,275,0,7612,304,7970
"July",2018,"18",14596,78,1244,308,0,7366,335,7295
"July",2018,"19",11874,44,1825,271,0,7555,216,14095
"July",2018,"20",13848,70,1319,307,0,6982,318,8453
"July",2018,"21",12979,62,1529,332,0,7289,209,10808
"July",2018,"22",14341,44,1939,390,0,9083,201,16810
"July",2018,"23",14312,51,2409,403,0,9483,194,21404
"July",2018,"24",14646,210,1418,513,4,7884,467,7299
"July",2018,"25",14743,116,1921,522,9,8435,352,18931
"July",2018,"26",14184,117,2061,607,8,9268,351,20734
"July",2018,"27",13718,142,1615,455,11,7697,355,10972
"July",2018,"28",11523,24,653,150,0,4846,283,2766
"July",2018,"29",14626,60,1675,376,0,8517,245,13335
"July",2018,"30",12936,110,1473,375,7,6688,313,10055
"July",2018,"31",13370,105,1914,490,8,7612,273,15603
"July",2018,"32",8291,52,1701,347,11,6290,194,17707
"July",2018,"33",5668,18,1738,355,3,5888,115,17243
"July",2018,"34",14492,58,1396,322,0,7256,240,9954
"July",2018,"35",16775,49,1873,485,0,10792,243,13668
"July",2018,"36",11544,74,2563,448,5,8103,177,19611
"July",2018,"37",14518,43,1646,287,0,7556,210,14455
"July",2018,"38",8008,60,2365,463,2,6924,168,20517
"July",2018,"39",10793,89,2467,525,8,7767,144,24824
"July",2018,"40",11141,77,1888,434,3,6499,221,17249
"July",2018,"41",14513,64,1600,403,0,8369,212,11589
"July",2018,"42",11787,56,1024,237,0,5930,209,6158
